
Epoch:  26/500, MSE_val: 23.3688, MAE_val: 3.1277, MAPE_val: inf
Epoch:  27/500, MSE_val: 17.7232, MAE_val: 2.6644, MAPE_val: inf
Epoch:  28/500, MSE_val: 17.8161, MAE_val: 2.6554, MAPE_val: inf
Epoch:  29/500, MSE_val: 25.2775, MAE_val: 3.1329, MAPE_val: inf
Epoch:  30/500, MSE_val: 18.9986, MAE_val: 2.7587, MAPE_val: inf
Epoch:  31/500, MSE_val: 17.8614, MAE_val: 2.6691, MAPE_val: inf
Epoch:  32/500, MSE_val: 19.5456, MAE_val: 2.7948, MAPE_val: inf
Epoch:  33/500, MSE_val: 19.3393, MAE_val: 2.7532, MAPE_val: inf
Epoch:  34/500, MSE_val: 19.1962, MAE_val: 2.7698, MAPE_val: inf
Epoch:  35/500, MSE_val: 17.6741, MAE_val: 2.6141, MAPE_val: inf
Epoch:  36/500, MSE_val: 16.2713, MAE_val: 2.4932, MAPE_val: inf
Epoch:  37/500, MSE_val: 19.0014, MAE_val: 2.6737, MAPE_val: inf
Epoch:  38/500, MSE_val: 19.2687, MAE_val: 2.7722, MAPE_val: inf
Epoch:  39/500, MSE_val: 18.7748, MAE_val: 2.6896, MAPE_val: inf
Epoch:  40/500, MSE_val: 18.8673, MAE_val: 2.7361, MAPE_val: inf
Epoch:  41/500, MSE_val: 20.8622, MAE_val: 2.8722, MAPE_val: inf
Epoch:  42/500, MSE_val: 18.3961, MAE_val: 2.6391, MAPE_val: inf
Epoch:  43/500, MSE_val: 28.5568, MAE_val: 3.2772, MAPE_val: inf
Epoch:  44/500, MSE_val: 23.6372, MAE_val: 3.0105, MAPE_val: inf
Epoch:  45/500, MSE_val: 17.5786, MAE_val: 2.5681, MAPE_val: inf
Epoch:  46/500, MSE_val: 25.0793, MAE_val: 3.0609, MAPE_val: inf
Epoch:  47/500, MSE_val: 18.1339, MAE_val: 2.6740, MAPE_val: inf
Epoch:  48/500, MSE_val: 18.4097, MAE_val: 2.6032, MAPE_val: inf
Epoch:  49/500, MSE_val: 19.6442, MAE_val: 2.7440, MAPE_val: inf
Epoch:  50/500, MSE_val: 20.1338, MAE_val: 2.8278, MAPE_val: inf
Epoch:  51/500, MSE_val: 17.5475, MAE_val: 2.5672, MAPE_val: inf
Epoch:  52/500, MSE_val: 17.5593, MAE_val: 2.5594, MAPE_val: inf
Epoch:  53/500, MSE_val: 20.7060, MAE_val: 2.7532, MAPE_val: inf
Epoch:  54/500, MSE_val: 20.3688, MAE_val: 2.8129, MAPE_val: inf
Epoch:  55/500, MSE_val: 19.5713, MAE_val: 2.7671, MAPE_val: inf
Epoch:  56/500, MSE_val: 17.2720, MAE_val: 2.5650, MAPE_val: inf
Epoch:  57/500, MSE_val: 20.1822, MAE_val: 2.8204, MAPE_val: inf
Epoch:  58/500, MSE_val: 18.3971, MAE_val: 2.6166, MAPE_val: inf
Epoch:  59/500, MSE_val: 18.2966, MAE_val: 2.6884, MAPE_val: inf
Epoch:  60/500, MSE_val: 18.5587, MAE_val: 2.6020, MAPE_val: inf
Epoch:  61/500, MSE_val: 18.7562, MAE_val: 2.6246, MAPE_val: inf
Epoch:  62/500, MSE_val: 19.1579, MAE_val: 2.7450, MAPE_val: inf
Epoch:  63/500, MSE_val: 16.4735, MAE_val: 2.4942, MAPE_val: inf
Epoch:  64/500, MSE_val: 18.5574, MAE_val: 2.6440, MAPE_val: inf
Epoch:  65/500, MSE_val: 19.5374, MAE_val: 2.7175, MAPE_val: inf
Epoch:  66/500, MSE_val: 18.0837, MAE_val: 2.5766, MAPE_val: inf
Epoch:  67/500, MSE_val: 18.2958, MAE_val: 2.6368, MAPE_val: inf
Epoch:  68/500, MSE_val: 18.7373, MAE_val: 2.6415, MAPE_val: inf
Epoch:  69/500, MSE_val: 20.1667, MAE_val: 2.8131, MAPE_val: inf
Epoch:  70/500, MSE_val: 17.9924, MAE_val: 2.5587, MAPE_val: inf
Epoch:  71/500, MSE_val: 23.5652, MAE_val: 2.9412, MAPE_val: inf
Epoch:  72/500, MSE_val: 18.6925, MAE_val: 2.6697, MAPE_val: inf
Epoch:  73/500, MSE_val: 20.0976, MAE_val: 2.7525, MAPE_val: inf
Epoch:  74/500, MSE_val: 18.3350, MAE_val: 2.6044, MAPE_val: inf
Epoch:  75/500, MSE_val: 19.9875, MAE_val: 2.7961, MAPE_val: inf
Epoch:  76/500, MSE_val: 17.3130, MAE_val: 2.5789, MAPE_val: inf
Epoch:  77/500, MSE_val: 19.3508, MAE_val: 2.6677, MAPE_val: inf
Epoch:  78/500, MSE_val: 20.9412, MAE_val: 2.8105, MAPE_val: inf
Epoch:  79/500, MSE_val: 20.6273, MAE_val: 2.8056, MAPE_val: inf
Epoch:  80/500, MSE_val: 17.4800, MAE_val: 2.5198, MAPE_val: inf
Epoch:  81/500, MSE_val: 21.8769, MAE_val: 2.7784, MAPE_val: inf
Epoch:  82/500, MSE_val: 21.0976, MAE_val: 2.7280, MAPE_val: inf
Epoch:  83/500, MSE_val: 19.0734, MAE_val: 2.6761, MAPE_val: inf
Epoch:  84/500, MSE_val: 18.6608, MAE_val: 2.6426, MAPE_val: inf
Epoch:  85/500, MSE_val: 19.9621, MAE_val: 2.6591, MAPE_val: inf
Epoch:  86/500, MSE_val: 17.7792, MAE_val: 2.5119, MAPE_val: inf
INFO: Early stopping
Early stopping
MSE_test: 54.3953, MAE_test: 4.0533, MAPE_test: inf
