humidity,temp,PM2_5,PM10,PM1_0,CO,NO2,SO2,datetime
56.3,21.2,13.6,16.9,12.5,-2.5936,-0.4579,0.1408,2022-02-01 22:58:20
56.4,21.2,13.6,16.9,12.6,-2.5704,-0.4579,0.1593,2022-02-01 22:58:30
56.4,21.2,13.6,16.9,12.6,-2.6284,-0.4579,0.1456,2022-02-01 22:58:40
56.4,21.2,13.2,16.6,12.6,-2.6284,-0.4579,0.1728,2022-02-01 22:58:50
56.3,21.2,13.2,16.6,12.1,-2.5355,-0.4579,0.1586,2022-02-01 22:59:00
56.3,21.2,13.2,16.6,12.5,-2.582,-0.4579,0.1147,2022-02-01 22:59:10
56.3,21.2,13.2,16.6,12.5,-2.5239,-0.4579,0.1576,2022-02-01 22:59:20
56.3,21.2,13.2,16.6,12.1,-2.6052,-0.4579,0.1581,2022-02-01 22:59:30
56.3,21.2,13.2,16.6,12.5,-2.64,-0.459,0.1563,2022-02-01 22:59:40
57.9,23.7,14.3,17.5,13.2,-2.582,-0.4579,-0.0068,2022-02-01 22:59:50
56.4,21.2,13.2,16.6,12.1,-2.582,-0.4579,0.1279,2022-02-01 23:00:00
56.4,21.2,13.2,16.6,12.1,-2.6052,-0.459,0.1335,2022-02-01 23:00:10
56.4,21.2,13.6,16.9,12.6,-2.5587,-0.4579,0.169,2022-02-01 23:00:20
56.4,21.2,13.6,16.9,12.6,-2.5704,-0.4579,0.1299,2022-02-01 23:00:30
56.4,21.2,13.6,16.9,12.6,-2.582,-0.4568,0.1378,2022-02-01 23:00:40
56.5,21.2,13.6,16.9,12.1,-2.582,-0.4579,0.1492,2022-02-01 23:00:50
56.5,21.2,13.6,16.9,12.6,-2.6284,-0.4579,0.1464,2022-02-01 23:01:00
56.5,21.2,13.6,16.9,12.6,-2.6748,-0.4568,0.1502,2022-02-01 23:01:10
56.5,21.2,13.6,16.9,12.6,-2.5471,-0.4579,0.1269,2022-02-01 23:01:20
58,23.7,14.3,17.5,13.6,-2.6516,-0.4579,0.0013,2022-02-01 23:01:30
56.4,21.2,13.2,16.6,12.1,-2.6052,-0.4579,0.1411,2022-02-01 23:01:40
56.4,21.2,13.2,16.6,12.6,-2.5704,-0.4579,0.1385,2022-02-01 23:01:50
56.4,21.2,13.2,16.6,12.1,-2.5936,-0.459,0.1195,2022-02-01 23:02:00
56.4,21.2,13.2,16.6,11.7,-2.6052,-0.4579,0.1352,2022-02-01 23:02:10
56.5,21.2,13.2,16.6,12.1,-2.6748,-0.459,0.1535,2022-02-01 23:02:20
56.5,21.2,13.2,16.6,12.1,-2.6516,-0.459,0.1213,2022-02-01 23:02:30
56.5,21.2,13.6,16.9,12.6,-2.6168,-0.4579,0.1768,2022-02-01 23:02:40
56.4,21.2,13.2,16.6,12.6,-2.5704,-0.4579,0.1616,2022-02-01 23:02:50
58,23.7,14,17.2,13.2,-2.5936,-0.4579,-0.0152,2022-02-01 23:03:00
56.3,21.2,12.9,16.3,12.1,-2.6284,-0.4579,0.1533,2022-02-01 23:03:10
56.3,21.2,12.9,16.3,11.7,-2.5007,-0.4579,0.1672,2022-02-01 23:03:20
56.3,21.2,12.8,16.3,12.1,-2.5587,-0.4579,0.1533,2022-02-01 23:03:30
56.4,21.2,12.9,16.3,12.1,-2.6168,-0.4579,0.1251,2022-02-01 23:03:40
56.5,21.2,13.2,16.6,12.1,-2.5936,-0.4579,0.1626,2022-02-01 23:03:50
56.5,21.2,13.6,16.9,12.6,-2.5471,-0.4579,0.1664,2022-02-01 23:04:00
56.5,21.2,13.2,16.6,12.1,-2.64,-0.4579,0.1604,2022-02-01 23:04:10
56.5,21.2,13.6,16.9,12.6,-2.582,-0.4579,0.1347,2022-02-01 23:04:20
56.5,21.2,13.6,16.9,12.6,-2.5936,-0.459,0.1439,2022-02-01 23:04:30
58,23.7,14.7,17.8,13.6,-2.6052,-0.459,-0.0022,2022-02-01 23:04:40
56.5,21.2,13.6,16.9,12.6,-2.6284,-0.4579,0.1654,2022-02-01 23:04:50
56.5,21.2,13.6,16.9,12.6,-2.6284,-0.459,0.1512,2022-02-01 23:05:00
56.5,21.2,13.6,16.9,12.6,-2.64,-0.4579,0.1555,2022-02-01 23:05:10
56.5,21.2,13.6,16.9,12.6,-2.6052,-0.4579,0.156,2022-02-01 23:05:20
56.5,21.2,13.6,16.9,12.5,-2.6168,-0.4579,0.1127,2022-02-01 23:05:30
56.5,21.2,13.6,16.9,12.6,-2.6284,-0.4579,0.1624,2022-02-01 23:05:40
56.5,21.2,13.2,16.6,12.6,-2.582,-0.4579,0.1535,2022-02-01 23:05:50
56.6,21.2,13.3,16.6,12.2,-2.582,-0.4579,0.1515,2022-02-01 23:06:00
56.6,21.2,13.3,16.6,12.2,-2.5587,-0.4579,0.1446,2022-02-01 23:06:10
58.1,23.7,14.3,17.5,13.2,-2.6284,-0.4579,-0.0274,2022-02-01 23:06:20
56.5,21.2,13.2,16.6,12.1,-2.582,-0.459,0.1667,2022-02-01 23:06:30
56.6,21.2,13.3,16.6,11.7,-2.5471,-0.4579,0.1598,2022-02-01 23:06:40
56.6,21.2,13.3,16.6,12.2,-2.6168,-0.4579,0.1134,2022-02-01 23:06:50
56.6,21.2,13.3,16.6,12.6,-2.5936,-0.459,0.1482,2022-02-01 23:07:00
56.6,21.2,13.3,16.6,12.2,-2.6168,-0.4579,0.1538,2022-02-01 23:07:10
56.6,21.2,13.3,16.6,12.2,-2.6168,-0.4579,0.1746,2022-02-01 23:07:20
56.6,21.2,13.3,16.6,12.2,-2.64,-0.459,0.1571,2022-02-01 23:07:30
56.6,21.2,12.9,16.3,12.2,-2.5936,-0.4579,0.1753,2022-02-01 23:07:40
56.6,21.2,13.3,16.6,12.2,-2.6284,-0.459,0.1743,2022-02-01 23:07:50
58.1,23.7,14.3,17.5,13.6,-2.582,-0.4579,-0.0225,2022-02-01 23:08:00
56.6,21.2,13.6,16.9,12.6,-2.6632,-0.4579,0.1621,2022-02-01 23:08:10
56.6,21.2,13.6,16.9,12.6,-2.64,-0.4579,0.1251,2022-02-01 23:08:20
56.6,21.2,13.9,17.3,12.6,-2.6052,-0.4568,0.1606,2022-02-01 23:08:30
56.6,21.2,13.9,17.2,13,-2.6864,-0.4579,0.1489,2022-02-01 23:08:40
56.6,21.2,14.3,17.6,13.4,-2.6284,-0.459,0.1652,2022-02-01 23:08:50
56.6,21.2,14.3,17.6,13,-2.64,-0.4579,0.1347,2022-02-01 23:09:00
56.6,21.2,13.9,17.2,13,-2.6284,-0.4579,0.1807,2022-02-01 23:09:10
56.6,21.2,13.9,17.2,13,-2.5704,-0.4579,0.1586,2022-02-01 23:09:20
58.1,23.7,14.6,17.8,13.6,-2.5936,-0.4579,-0.0045,2022-02-01 23:09:30
56.6,21.2,13.6,16.9,12.6,-2.5355,-0.4579,0.1484,2022-02-01 23:09:40
56.5,21.2,13.6,16.9,12.5,-2.5936,-0.459,0.1474,2022-02-01 23:09:50
56.6,21.2,13.6,16.9,12.6,-2.5587,-0.459,0.1738,2022-02-01 23:10:00
56.5,21.2,13.6,16.9,12.5,-2.5936,-0.4579,0.1566,2022-02-01 23:10:10
56.5,21.2,13.2,16.6,12.1,-2.5936,-0.4579,0.1461,2022-02-01 23:10:20
56.5,21.2,13.2,16.6,12.5,-2.582,-0.4579,0.1642,2022-02-01 23:10:30
56.5,21.2,13.2,16.6,12.1,-2.6284,-0.4579,0.1535,2022-02-01 23:10:40
56.5,21.2,12.9,16.3,11.7,-2.5704,-0.4579,0.1383,2022-02-01 23:10:50
56.6,21.2,13.2,16.6,11.7,-2.64,-0.4579,0.1634,2022-02-01 23:11:00
58.1,23.7,14.3,17.5,13.2,-2.6052,-0.4579,0.0089,2022-02-01 23:11:10
56.6,21.2,13.2,16.6,11.7,-2.6052,-0.4579,0.1434,2022-02-01 23:11:20
56.6,21.2,13.2,16.6,12.6,-2.6052,-0.459,0.1736,2022-02-01 23:11:30
56.6,21.2,13.2,16.6,12.6,-2.5471,-0.4579,0.1647,2022-02-01 23:11:40
56.6,21.2,13.2,16.6,12.1,-2.6168,-0.459,0.1581,2022-02-01 23:11:50
56.6,21.2,13.2,16.6,12.1,-2.5587,-0.4579,0.1124,2022-02-01 23:12:00
56.6,21.2,13.2,16.6,12.1,-2.6168,-0.4579,0.1515,2022-02-01 23:12:10
56.6,21.2,13.2,16.6,12.1,-2.6168,-0.4579,0.1479,2022-02-01 23:12:20
56.6,21.2,13.2,16.6,12.1,-2.582,-0.4579,0.138,2022-02-01 23:12:30
56.6,21.2,13.2,16.6,12.1,-2.5587,-0.4579,0.1543,2022-02-01 23:12:40
58.1,23.7,14.6,17.8,13.6,-2.6052,-0.4579,-0.0416,2022-02-01 23:12:50
56.6,21.2,13.6,16.9,12.6,-2.64,-0.4579,0.1205,2022-02-01 23:13:00
56.6,21.2,13.9,17.2,13,-2.6168,-0.4579,0.1327,2022-02-01 23:13:10
56.6,21.2,13.9,17.2,13,-2.582,-0.4579,0.1611,2022-02-01 23:13:20
56.6,21.2,13.9,17.2,13,-2.6516,-0.459,0.154,2022-02-01 23:13:30
56.6,21.2,13.9,17.2,12.6,-2.6516,-0.459,0.1581,2022-02-01 23:13:40
56.6,21.2,13.6,16.9,12.6,-2.6052,-0.4579,0.1198,2022-02-01 23:13:50
56.5,21.2,13.6,16.9,12.5,-2.5355,-0.4579,0.1441,2022-02-01 23:14:00
56.5,21.2,13.6,16.9,12.5,-2.6516,-0.459,0.1642,2022-02-01 23:14:10
56.5,21.2,13.2,16.6,12.5,-2.6284,-0.4579,0.1281,2022-02-01 23:14:20
58,23.7,14.3,17.5,13.2,-2.6864,-0.4579,-0.0071,2022-02-01 23:14:30
56.6,21.2,13.2,16.6,12.1,-2.6284,-0.4579,0.1515,2022-02-01 23:14:40
56.6,21.2,13.2,16.6,12.1,-2.5704,-0.4579,0.1685,2022-02-01 23:14:50
56.6,21.2,13.2,16.6,12.1,-2.6052,-0.4579,0.1439,2022-02-01 23:15:00
56.6,21.2,13.2,16.6,12.1,-2.6864,-0.4579,0.1403,2022-02-01 23:15:10
56.6,21.2,13.2,16.6,12.6,-2.6516,-0.4579,0.1604,2022-02-01 23:15:20
56.6,21.2,13.2,16.6,12.1,-2.6052,-0.4579,0.173,2022-02-01 23:15:30
56.6,21.2,13.2,16.6,12.1,-2.6748,-0.4579,0.1624,2022-02-01 23:15:40
56.6,21.2,13.6,16.9,12.6,-2.6864,-0.4579,0.1479,2022-02-01 23:15:50
56.6,21.2,13.6,16.9,12.6,-2.7212,-0.4579,0.1708,2022-02-01 23:16:00
58.1,23.7,14.6,17.8,13.2,-2.5936,-0.4579,-0.0208,2022-02-01 23:16:10
56.6,21.2,13.6,16.9,12.1,-2.698,-0.4579,0.1515,2022-02-01 23:16:20
56.6,21.2,13.6,16.9,12.6,-2.7328,-0.4579,0.1223,2022-02-01 23:16:30
56.6,21.2,13.6,16.9,12.1,-2.6284,-0.4579,0.1715,2022-02-01 23:16:40
56.6,21.2,13.6,16.9,12.1,-2.6516,-0.459,0.1751,2022-02-01 23:16:50
56.6,21.2,13.6,16.9,12.1,-2.5704,-0.4579,0.1426,2022-02-01 23:17:00
56.6,21.2,13.6,16.9,12.6,-2.64,-0.4579,0.1401,2022-02-01 23:17:10
56.6,21.2,13.2,16.6,12.1,-2.6284,-0.459,0.1822,2022-02-01 23:17:20
56.6,21.2,13.6,16.9,12.6,-2.64,-0.4579,0.1634,2022-02-01 23:17:30
56.6,21.2,13.6,16.9,12.6,-2.6748,-0.4579,0.1614,2022-02-01 23:17:40
58.1,23.7,14.6,17.8,13.6,-2.6052,-0.4579,-0.0159,2022-02-01 23:17:50
56.6,21.2,13.6,16.9,12.6,-2.7212,-0.4579,0.1606,2022-02-01 23:18:00
56.6,21.2,13.2,16.6,12.1,-2.7212,-0.4579,0.121,2022-02-01 23:18:10
56.5,21.2,13.2,16.6,12.5,-2.7096,-0.4579,0.1436,2022-02-01 23:18:20
56.5,21.2,13.2,16.6,12.1,-2.64,-0.4579,0.1464,2022-02-01 23:18:30
56.5,21.2,12.9,16.3,12.1,-2.6864,-0.459,0.1304,2022-02-01 23:18:40
56.5,21.2,12.9,16.3,11.7,-2.7096,-0.4579,0.1383,2022-02-01 23:18:50
56.6,21.2,12.9,16.3,11.7,-2.6864,-0.4579,0.1398,2022-02-01 23:19:00
56.6,21.2,12.9,16.3,12.1,-2.6864,-0.459,0.1198,2022-02-01 23:19:10
56.6,21.2,13.2,16.6,12.1,-2.7676,-0.4579,0.1459,2022-02-01 23:19:20
58.1,23.7,13.9,17.2,13.2,-2.64,-0.4579,-0.0403,2022-02-01 23:19:30
56.6,21.2,12.9,16.3,11.7,-2.698,-0.4579,0.1429,2022-02-01 23:19:40
56.6,21.2,12.9,16.3,11.7,-2.6516,-0.4579,0.1469,2022-02-01 23:19:50
56.6,21.2,13.2,16.6,12.1,-2.6516,-0.4579,0.1543,2022-02-01 23:20:00
56.6,21.2,13.2,16.6,12.1,-2.6168,-0.4568,0.1421,2022-02-01 23:20:10
56.6,21.2,12.9,16.3,12.1,-2.5704,-0.4579,0.1606,2022-02-01 23:20:20
56.5,21.2,12.9,16.3,12.1,-2.6284,-0.4579,0.1596,2022-02-01 23:20:30
56.5,21.2,12.9,16.3,12.1,-2.6168,-0.4579,0.1545,2022-02-01 23:20:40
56.5,21.2,13.2,16.6,12.1,-2.6168,-0.4579,0.1467,2022-02-01 23:20:50
58,23.7,14.3,17.5,13.2,-2.582,-0.459,-0.0241,2022-02-01 23:21:00
56.5,21.1,12.8,16.3,12.1,-2.6168,-0.4579,0.1583,2022-02-01 23:21:10
56.6,21.2,12.9,16.3,12.1,-2.6516,-0.459,0.1505,2022-02-01 23:21:20
56.6,21.2,13.2,16.6,12.1,-2.6284,-0.4579,0.1299,2022-02-01 23:21:30
56.6,21.2,13.2,16.6,12.1,-2.6864,-0.4579,0.137,2022-02-01 23:21:40
56.6,21.1,13.2,16.6,12.5,-2.6864,-0.4579,0.1522,2022-02-01 23:21:50
56.6,21.1,13.2,16.6,12.1,-2.6516,-0.4579,0.1705,2022-02-01 23:22:00
56.6,21.1,13.2,16.6,12.5,-2.6516,-0.4579,0.122,2022-02-01 23:22:10
56.6,21.2,13.6,16.9,12.1,-2.6168,-0.4579,0.1319,2022-02-01 23:22:20
56.6,21.2,13.6,16.9,12.6,-2.6516,-0.4579,0.1482,2022-02-01 23:22:30
58.1,23.7,14.3,17.5,13.2,-2.6284,-0.4579,-0.0172,2022-02-01 23:22:40
56.6,21.1,13.2,16.6,12.5,-2.6052,-0.4579,0.1251,2022-02-01 23:22:50
56.6,21.2,13.2,16.6,12.1,-2.6864,-0.4579,0.1619,2022-02-01 23:23:00
56.6,21.1,13.2,16.6,12.1,-2.6516,-0.4579,0.1375,2022-02-01 23:23:10
56.6,21.2,12.9,16.3,12.1,-2.6284,-0.4568,0.171,2022-02-01 23:23:20
56.6,21.2,12.9,16.3,12.1,-2.6284,-0.459,0.1403,2022-02-01 23:23:30
56.6,21.1,12.9,16.3,12.1,-2.6748,-0.4579,0.1558,2022-02-01 23:23:40
56.6,21.1,12.9,16.3,11.7,-2.698,-0.4579,0.1926,2022-02-01 23:23:50
56.6,21.2,12.9,16.3,11.7,-2.6632,-0.4579,0.1375,2022-02-01 23:24:00
56.5,21.1,12.8,16.3,11.7,-2.7212,-0.4579,0.1832,2022-02-01 23:24:10
58,23.6,14.3,17.5,13.1,-2.6748,-0.4579,-0.0101,2022-02-01 23:24:20
56.6,21.1,12.9,16.3,12.1,-2.6748,-0.459,0.1611,2022-02-01 23:24:30
56.6,21.2,12.9,16.3,12.1,-2.64,-0.4579,0.153,2022-02-01 23:24:40
56.6,21.1,13.2,16.6,12.1,-2.6632,-0.4579,0.1195,2022-02-01 23:24:50
56.6,21.1,13.2,16.6,12.1,-2.6864,-0.4579,0.133,2022-02-01 23:25:00
56.6,21.1,13.2,16.6,12.1,-2.6864,-0.4579,0.1654,2022-02-01 23:25:10
56.6,21.1,13.2,16.6,12.1,-2.6632,-0.4579,0.1621,2022-02-01 23:25:20
56.6,21.2,13.2,16.6,12.6,-2.698,-0.4579,0.151,2022-02-01 23:25:30
56.6,21.1,13.2,16.6,12.1,-2.698,-0.4579,0.1971,2022-02-01 23:25:40
56.5,21.1,12.8,16.3,12.1,-2.6516,-0.4579,0.1233,2022-02-01 23:25:50
58,23.6,13.9,17.2,13.1,-2.6632,-0.459,-0.0342,2022-02-01 23:26:00
56.5,21.2,12.9,16.3,11.7,-2.64,-0.459,0.1373,2022-02-01 23:26:10
56.5,21.1,12.8,16.3,12.1,-2.6516,-0.4579,0.1317,2022-02-01 23:26:20
56.5,21.1,12.8,16.3,11.7,-2.6516,-0.4579,0.1657,2022-02-01 23:26:30
56.6,21.1,12.9,16.3,12.1,-2.698,-0.4579,0.151,2022-02-01 23:26:40
56.6,21.2,12.9,16.3,11.7,-2.6284,-0.4568,0.1494,2022-02-01 23:26:50
56.6,21.1,13.2,16.6,12.1,-2.698,-0.4579,0.1533,2022-02-01 23:27:00
56.6,21.1,12.9,16.3,11.7,-2.6632,-0.4579,0.1736,2022-02-01 23:27:10
56.6,21.1,12.9,16.3,11.7,-2.7096,-0.4579,0.1497,2022-02-01 23:27:20
58.1,23.6,14.3,17.5,13.2,-2.6748,-0.4579,-0.0233,2022-02-01 23:27:30
56.6,21.2,13.2,16.6,12.6,-2.6632,-0.4579,0.117,2022-02-01 23:27:40
56.6,21.1,13.2,16.6,12.1,-2.6284,-0.4579,0.156,2022-02-01 23:27:50
56.6,21.1,13.2,16.6,12.1,-2.6516,-0.459,0.1474,2022-02-01 23:28:00
56.6,21.1,13.2,16.6,12.1,-2.7212,-0.459,0.1753,2022-02-01 23:28:10
56.6,21.1,13.2,16.6,12.1,-2.7096,-0.459,0.1517,2022-02-01 23:28:20
56.6,21.1,13.2,16.6,12.1,-2.698,-0.4579,0.1464,2022-02-01 23:28:30
56.6,21.1,12.9,16.3,12.1,-2.698,-0.4579,0.1139,2022-02-01 23:28:40
56.6,21.2,13.2,16.6,12.6,-2.6516,-0.4579,0.1659,2022-02-01 23:28:50
56.6,21.1,13.2,16.6,12.5,-2.6516,-0.4579,0.1535,2022-02-01 23:29:00
58.1,23.6,13.9,17.2,12.7,-2.6516,-0.4568,-0.0017,2022-02-01 23:29:10
56.6,21.1,12.9,16.3,11.7,-2.5587,-0.4579,0.1591,2022-02-01 23:29:20
56.6,21.1,13.2,16.6,12.1,-2.6748,-0.4579,0.1337,2022-02-01 23:29:30
56.6,21.2,13.2,16.6,12.6,-2.6748,-0.4579,0.1604,2022-02-01 23:29:40
56.6,21.1,13.2,16.6,12.1,-2.64,-0.4579,0.1434,2022-02-01 23:29:50
56.6,21.1,13.2,16.6,12.1,-2.698,-0.4579,0.1259,2022-02-01 23:30:00
56.6,21.1,13.2,16.6,12.5,-2.6632,-0.4579,0.1304,2022-02-01 23:30:10
56.6,21.1,13.2,16.6,12.5,-2.7328,-0.4579,0.1563,2022-02-01 23:30:20
56.6,21.1,13.2,16.6,12.5,-2.6516,-0.459,0.1418,2022-02-01 23:30:30
56.6,21.1,13.2,16.6,12.5,-2.698,-0.4579,0.1373,2022-02-01 23:30:40
58.1,23.6,13.9,17.2,12.7,-2.6748,-0.4579,-0.0157,2022-02-01 23:30:50
56.7,21.1,12.9,16.3,11.7,-2.6516,-0.459,0.1408,2022-02-01 23:31:00
56.7,21.1,12.9,16.3,11.7,-2.6864,-0.4579,0.1271,2022-02-01 23:31:10
56.7,21.1,13.2,16.6,12.1,-2.6284,-0.4579,0.1677,2022-02-01 23:31:20
56.7,21.1,13.2,16.6,12.1,-2.6284,-0.4579,0.1774,2022-02-01 23:31:30
56.7,21.1,13.2,16.6,12.1,-2.6516,-0.4568,0.1337,2022-02-01 23:31:40
56.7,21.1,13.6,16.9,12.6,-2.7096,-0.4579,0.1611,2022-02-01 23:31:50
56.7,21.1,13.6,16.9,12.6,-2.5704,-0.4579,0.1604,2022-02-01 23:32:00
56.7,21.1,13.9,17.2,13,-2.7328,-0.4579,0.1535,2022-02-01 23:32:10
58.1,23.6,15,18.1,14,-2.6864,-0.4579,-0.0436,2022-02-01 23:32:20
56.7,21.1,13.9,17.2,13,-2.6864,-0.4579,0.1545,2022-02-01 23:32:30
56.7,21.1,13.9,17.2,13,-2.6516,-0.4579,0.1175,2022-02-01 23:32:40
56.7,21.1,13.6,16.9,12.6,-2.6632,-0.4579,0.151,2022-02-01 23:32:50
56.7,21.1,13.6,16.9,12.1,-2.6052,-0.4579,0.1568,2022-02-01 23:33:00
56.7,21.1,13.6,16.9,12.6,-2.6284,-0.4579,0.1385,2022-02-01 23:33:10
56.7,21.1,13.2,16.6,12.6,-2.6632,-0.4579,0.1637,2022-02-01 23:33:20
56.7,21.1,13.2,16.6,12.1,-2.6168,-0.459,0.1142,2022-02-01 23:33:30
56.7,21.1,13.2,16.6,12.6,-2.64,-0.4579,0.1576,2022-02-01 23:33:40
56.7,21.1,13.2,16.6,12.1,-2.6516,-0.4579,0.1606,2022-02-01 23:33:50
58.1,23.6,14.3,17.5,13.2,-2.6632,-0.4579,-0.0312,2022-02-01 23:34:00
56.7,21.1,13.6,16.9,12.6,-2.6748,-0.4579,0.1578,2022-02-01 23:34:10
56.7,21.1,13.6,16.9,12.1,-2.6864,-0.4579,0.1563,2022-02-01 23:34:20
56.7,21.1,13.6,16.9,12.6,-2.6052,-0.4579,0.1352,2022-02-01 23:34:30
56.7,21.1,13.2,16.6,12.1,-2.6632,-0.4579,0.122,2022-02-01 23:34:40
56.7,21.1,13.6,16.9,12.6,-2.7096,-0.4579,0.1489,2022-02-01 23:34:50
56.7,21.1,13.6,16.9,12.6,-2.6864,-0.4579,0.1393,2022-02-01 23:35:00
56.7,21.1,13.2,16.6,12.1,-2.6052,-0.4579,0.1659,2022-02-01 23:35:10
56.7,21.1,13.6,16.9,12.6,-2.7444,-0.459,0.1596,2022-02-01 23:35:20
56.7,21.1,13.6,16.9,12.6,-2.6632,-0.4579,0.1568,2022-02-01 23:35:30
58.1,23.6,14.3,17.5,13.2,-2.6748,-0.4579,-0.0205,2022-02-01 23:35:40
56.7,21.1,13.2,16.6,12.1,-2.6284,-0.4579,0.1505,2022-02-01 23:35:50
56.8,21.1,13.2,16.6,12.6,-2.6516,-0.4579,0.1421,2022-02-01 23:36:00
56.7,21.1,13.2,16.6,12.1,-2.64,-0.4579,0.167,2022-02-01 23:36:10
56.7,21.1,13.2,16.6,12.1,-2.6284,-0.4579,0.1413,2022-02-01 23:36:20
56.7,21.1,13.2,16.6,12.1,-2.6516,-0.4579,0.1264,2022-02-01 23:36:30
56.6,21.1,13.2,16.6,12.1,-2.7096,-0.4579,0.1725,2022-02-01 23:36:40
56.5,21,13.2,16.5,12.1,-2.698,-0.4579,0.1408,2022-02-01 23:36:50
56.6,21.1,13.2,16.6,12.1,-2.6516,-0.4579,0.1535,2022-02-01 23:37:00
58.1,23.6,14.3,17.5,13.2,-2.6864,-0.459,-0.0291,2022-02-01 23:37:10
56.7,21.1,12.9,16.3,11.7,-2.6284,-0.459,0.1682,2022-02-01 23:37:20
56.7,21.1,13.2,16.6,12.1,-2.698,-0.4579,0.1279,2022-02-01 23:37:30
56.7,21.1,12.9,16.3,12.1,-2.698,-0.4579,0.1375,2022-02-01 23:37:40
56.7,21.1,12.9,16.3,11.7,-2.6516,-0.4579,0.1408,2022-02-01 23:37:50
56.7,21.1,13.2,16.6,11.7,-2.6864,-0.4579,0.1345,2022-02-01 23:38:00
56.7,21,12.9,16.2,12.1,-2.7328,-0.4579,0.1421,2022-02-01 23:38:10
56.7,21.1,13.2,16.6,12.1,-2.6516,-0.4579,0.1444,2022-02-01 23:38:20
56.7,21.1,13.2,16.6,12.1,-2.6748,-0.4579,0.1294,2022-02-01 23:38:30
56.7,21.1,13.2,16.6,12.1,-2.6632,-0.4568,0.1581,2022-02-01 23:38:40
58.1,23.6,14.3,17.5,13.2,-2.6864,-0.4579,-0.0154,2022-02-01 23:38:50
56.7,21,13.2,16.5,12.5,-2.6632,-0.4579,0.1449,2022-02-01 23:39:00
56.8,21.1,13.6,16.9,12.6,-2.6864,-0.4579,0.1406,2022-02-01 23:39:10
56.8,21,13.2,16.5,12.6,-2.6864,-0.4579,0.1746,2022-02-01 23:39:20
56.8,21.1,13.2,16.6,12.2,-2.7328,-0.4579,0.1319,2022-02-01 23:39:30
56.8,21,13.2,16.5,12.1,-2.6748,-0.4579,0.1664,2022-02-01 23:39:40
56.8,21.1,12.9,16.3,12.2,-2.7096,-0.459,0.1616,2022-02-01 23:39:50
56.8,21.1,12.9,16.3,11.7,-2.6284,-0.459,0.1631,2022-02-01 23:40:00
56.7,21,12.5,15.6,11.7,-2.6864,-0.4579,0.1469,2022-02-01 23:40:10
56.7,21,12.5,15.6,11.3,-2.6052,-0.4579,0.1659,2022-02-01 23:40:20
58.1,23.5,13.6,16.5,12.7,-2.5704,-0.4579,-0.0033,2022-02-01 23:40:30
56.6,21,12.5,15.6,11.7,-2.6516,-0.4579,0.1357,2022-02-01 23:40:40
56.7,21.1,12.5,15.6,11.3,-2.6284,-0.4579,0.1456,2022-02-01 23:40:50
56.7,21.1,12.5,15.6,11.3,-2.6632,-0.459,0.1571,2022-02-01 23:41:00
56.7,21,12.5,15.6,11.3,-2.64,-0.4579,0.1324,2022-02-01 23:41:10
56.7,21,12.5,15.6,11.3,-2.6516,-0.4579,0.1659,2022-02-01 23:41:20
56.7,21.1,12.9,16.3,11.7,-2.7444,-0.4579,0.1781,2022-02-01 23:41:30
56.7,21,12.9,16.2,12.1,-2.6864,-0.4579,0.138,2022-02-01 23:41:40
56.7,21,13.2,16.5,12.1,-2.6632,-0.4579,0.1578,2022-02-01 23:41:50
58.1,23.5,14.3,17.5,13.6,-2.7444,-0.4579,-0.0451,2022-02-01 23:42:00
56.8,21.1,13.6,16.9,12.6,-2.6864,-0.4579,0.1804,2022-02-01 23:42:10
56.7,21,13.6,16.9,12.5,-2.6748,-0.459,0.1705,2022-02-01 23:42:20
56.8,21.1,13.6,16.9,12.6,-2.7444,-0.4579,0.1322,2022-02-01 23:42:30
56.7,21,13.2,16.5,12.5,-2.6284,-0.4579,0.1449,2022-02-01 23:42:40
56.7,21,13.2,16.5,12.1,-2.6632,-0.4579,0.1355,2022-02-01 23:42:50
56.7,21,12.8,16.2,11.7,-2.6052,-0.4579,0.2015,2022-02-01 23:43:00
56.7,21,12.8,16.2,11.7,-2.6516,-0.4579,0.1718,2022-02-01 23:43:10
56.6,21,12.8,16.2,11.7,-2.6052,-0.4579,0.1482,2022-02-01 23:43:20
56.7,21,12.8,16.2,11.7,-2.6632,-0.4579,0.1966,2022-02-01 23:43:30
58.1,23.5,13.9,17.2,12.7,-2.6284,-0.4579,-0.0208,2022-02-01 23:43:40
56.7,21.1,12.9,16.3,11.7,-2.6516,-0.459,0.1492,2022-02-01 23:43:50
56.7,21,13.2,16.5,12.1,-2.6516,-0.4568,0.1502,2022-02-01 23:44:00
56.7,21,13.2,16.5,12.1,-2.6632,-0.459,0.1208,2022-02-01 23:44:10
56.7,21.1,13.6,16.9,12.6,-2.64,-0.4579,0.1373,2022-02-01 23:44:20
56.7,21,13.6,16.9,12.5,-2.756,-0.4579,0.1642,2022-02-01 23:44:30
56.8,21,13.6,16.9,12.6,-2.6284,-0.459,0.1408,2022-02-01 23:44:40
56.7,21,13.6,16.9,12.5,-2.6748,-0.4579,0.1913,2022-02-01 23:44:50
56.8,21.1,13.6,16.9,12.6,-2.6632,-0.4579,0.1664,2022-02-01 23:45:00
56.8,21,13.6,16.9,12.6,-2.6748,-0.4579,0.1411,2022-02-01 23:45:10
