PM2_5,temp,humidity
58.4436,26.5,85.6
56.4179,26.5,85.6
58.22809999999999,26.4,85.7
60.64169999999999,26.4,85.8
61.3313,26.3,85.9
72.27869999999999,26.2,86.0
79.19624999999999,26.1,86.2
81.9331,26.0,86.3
82.34254999999999,25.9,86.3
85.01474999999999,25.8,86.4
95.44495,25.7,86.6
102.62109999999998,25.7,86.8
101.86685,25.7,86.9
96.2854,25.7,87.0
77.42914999999999,25.6,87.2
67.42994999999999,25.5,87.3
64.26209999999999,25.5,87.5
62.88289999999999,25.4,87.6
62.4519,25.3,87.6
60.2107,25.3,87.7
61.69764999999999,25.3,87.8
59.2625,25.2,87.8
57.90485,25.2,87.9
58.98235,25.2,87.9
59.54265,25.2,88.1
62.94755,25.1,88.3
62.99065,25.0,88.5
63.59405,25.0,88.7
63.16304999999999,25.0,88.9
61.89159999999999,24.9,89.1
61.2882,24.9,89.2
58.07724999999999,24.8,89.3
59.37025,24.8,89.5
60.2107,24.7,89.7
55.74985,24.7,89.8
54.80165,24.7,89.8
59.58574999999999,24.6,90.0
57.4092,24.6,90.0
55.03869999999999,24.6,90.0
61.11579999999999,24.6,90.0
64.36985,24.6,89.8
65.83525,24.6,89.9
64.15435,24.5,90.0
61.82695,24.5,90.0
61.1589,24.4,90.1
59.1332,24.3,90.3
58.31429999999999,24.3,90.4
57.30145,24.3,90.5
57.7109,24.2,90.6
61.8485,24.2,90.7
65.1672,24.1,90.8
64.58534999999999,24.1,90.9
64.84394999999999,24.0,91.1
66.48174999999999,24.0,91.3
67.77475,23.9,91.5
68.76604999999999,23.9,91.7
69.13239999999999,23.9,91.9
69.3479,23.8,92.1
