HUM-PreScaled,HUM-PreScaledFlags,HUM-Unit,HUM-Slope,HUM-Offset,PM2.5-PreScaled,PM2.5-PreScaledFlags,PM2.5-Unit,PM2.5-Slope,PM2.5-Offset,TEMP-PreScaled,TEMP-PreScaledFlags,TEMP-Unit,TEMP-Slope,TEMP-Offset,NO2-PreScaled,NO2-PreScaledFlags,NO2-Unit,NO2-Slope,NO2-Offset,O3-PreScaled,O3-PreScaledFlags,O3-Unit,O3-Slope,O3-Offset,datetime,PM2_5,humidity,temp,NO2,O3
78.6,Valid,%,1,0,30.22,Valid,ug/m3,1.248,0.0,23.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 21:00:00,37.71456,78.6,23.2,,
78.8,Valid,%,1,0,30.82,Valid,ug/m3,1.248,0.0,23.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 21:15:00,38.46336,78.8,23.1,,
79.1,Valid,%,1,0,36.01,Valid,ug/m3,1.248,0.0,23.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 21:30:00,44.94048,79.1,23.0,,
79.3,Valid,%,1,0,35.91,Deliquescence,ug/m3,1.248,0.0,23.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 21:45:00,44.81567999999999,79.3,23.0,,
79.5,Valid,%,1,0,35.61,Valid,ug/m3,1.248,0.0,23.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 22:00:00,44.44128,79.5,23.0,,
79.8,Valid,%,1,0,32.96,Valid,ug/m3,1.248,0.0,22.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 22:15:00,41.134080000000004,79.8,22.9,,
80.3,Valid,%,1,0,32.66,Deliquescence,ug/m3,1.248,0.0,22.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 22:30:00,40.759679999999996,80.3,22.9,,
80.6,Valid,%,1,0,31.62,Valid,ug/m3,1.248,0.0,22.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 22:45:00,39.46176,80.6,22.8,,
80.8,Valid,%,1,0,30.1,Valid,ug/m3,1.248,0.0,22.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 23:00:00,37.5648,80.8,22.7,,
81.1,Valid,%,1,0,34.82,Valid,ug/m3,1.248,0.0,22.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 23:15:00,43.45536,81.1,22.7,,
81.5,Valid,%,1,0,37.57,Valid,ug/m3,1.248,0.0,22.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 23:30:00,46.88736,81.5,22.6,,
81.7,Valid,%,1,0,38.58,Valid,ug/m3,1.248,0.0,22.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 23:45:00,48.147839999999995,81.7,22.5,,
81.9,Valid,%,1,0,35.2,Valid,ug/m3,1.248,0.0,22.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 00:00:00,43.9296,81.9,22.4,,
82.2,Valid,%,1,0,35.62,Valid,ug/m3,1.248,0.0,22.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 00:15:00,44.453759999999996,82.2,22.3,,
82.6,Valid,%,1,0,35.27,Valid,ug/m3,1.248,0.0,22.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 00:30:00,44.016960000000005,82.6,22.2,,
82.8,Valid,%,1,0,32.38,Valid,ug/m3,1.248,0.0,22.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 00:45:00,40.41024,82.8,22.1,,
83.0,Valid,%,1,0,32.19,Valid,ug/m3,1.248,0.0,22.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 01:00:00,40.17312,83.0,22.1,,
83.1,Valid,%,1,0,31.12,Valid,ug/m3,1.248,0.0,22.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 01:15:00,38.83776,83.1,22.0,,
83.3,Valid,%,1,0,30.84,Valid,ug/m3,1.248,0.0,21.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 01:30:00,38.48832,83.3,21.9,,
83.4,Valid,%,1,0,32.0,Valid,ug/m3,1.248,0.0,21.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 01:45:00,39.936,83.4,21.8,,
83.5,Valid,%,1,0,32.53,Valid,ug/m3,1.248,0.0,21.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 02:00:00,40.59744,83.5,21.7,,
83.8,Valid,%,1,0,33.57,Valid,ug/m3,1.248,0.0,21.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 02:15:00,41.895360000000004,83.8,21.6,,
84.2,Valid,%,1,0,36.26,Valid,ug/m3,1.248,0.0,21.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 02:30:00,45.25248,84.2,21.4,,
84.6,Valid,%,1,0,37.16,Valid,ug/m3,1.248,0.0,21.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 02:45:00,46.375679999999996,84.6,21.3,,
84.9,Valid,%,1,0,39.59,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 03:00:00,49.40832,84.9,21.2,,
85.1,Valid,%,1,0,40.75,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 03:15:00,50.856,85.1,21.2,,
85.1,Valid,%,1,0,41.22,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 03:30:00,51.44256,85.1,21.2,,
85.1,Valid,%,1,0,43.23,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 03:45:00,53.95104,85.1,21.2,,
84.9,Valid,%,1,0,42.18,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 04:00:00,52.64064,84.9,21.2,,
85.0,Valid,%,1,0,38.34,Valid,ug/m3,1.248,0.0,21.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 04:15:00,47.84832,85.0,21.3,,
85.2,Valid,%,1,0,38.02,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 04:30:00,47.44896000000001,85.2,21.2,,
85.5,Valid,%,1,0,39.01,Valid,ug/m3,1.248,0.0,21.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 04:45:00,48.68448,85.5,21.1,,
85.8,Valid,%,1,0,40.61,Valid,ug/m3,1.248,0.0,21.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 05:00:00,50.68128,85.8,21.1,,
86.1,Valid,%,1,0,43.71,Valid,ug/m3,1.248,0.0,21.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 05:15:00,54.55008,86.1,21.1,,
86.2,Valid,%,1,0,49.35,Valid,ug/m3,1.248,0.0,21.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 05:30:00,61.5888,86.2,21.0,,
86.3,Valid,%,1,0,54.53,Valid,ug/m3,1.248,0.0,21.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 05:45:00,68.05344,86.3,21.0,,
86.4,Valid,%,1,0,47.65,Valid,ug/m3,1.248,0.0,21.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 06:00:00,59.4672,86.4,21.0,,
86.4,Valid,%,1,0,44.91,Valid,ug/m3,1.248,0.0,21.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 06:15:00,56.04767999999999,86.4,21.1,,
86.4,Valid,%,1,0,45.16,Valid,ug/m3,1.248,0.0,21.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 06:30:00,56.35968,86.4,21.1,,
86.5,Valid,%,1,0,48.44,Valid,ug/m3,1.248,0.0,21.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 06:45:00,60.45312,86.5,21.1,,
86.5,Valid,%,1,0,51.27,Valid,ug/m3,1.248,0.0,21.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 07:00:00,63.98496,86.5,21.1,,
86.5,Valid,%,1,0,49.86,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 07:15:00,62.22528,86.5,21.2,,
86.8,Valid,%,1,0,49.33,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 07:30:00,61.56384,86.8,21.2,,
86.9,Valid,%,1,0,50.47,Valid,ug/m3,1.248,0.0,21.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 07:45:00,62.98656,86.9,21.2,,
87.0,Valid,%,1,0,51.19,Valid,ug/m3,1.248,0.0,21.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 08:00:00,63.88512,87.0,21.3,,
86.8,Valid,%,1,0,50.62,Valid,ug/m3,1.248,0.0,21.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 08:15:00,63.173759999999994,86.8,21.5,,
86.5,Valid,%,1,0,48.54,Valid,ug/m3,1.248,0.0,21.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 08:30:00,60.57792,86.5,21.8,,
86.0,Valid,%,1,0,49.28,Valid,ug/m3,1.248,0.0,22.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 08:45:00,61.50144,86.0,22.0,,
85.5,Valid,%,1,0,56.89,Valid,ug/m3,1.248,0.0,22.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 09:00:00,70.99872,85.5,22.2,,
85.3,Valid,%,1,0,61.76,Valid,ug/m3,1.248,0.0,22.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 09:15:00,77.07648,85.3,22.3,,
85.2,Valid,%,1,0,69.03,Valid,ug/m3,1.248,0.0,22.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 09:30:00,86.14944,85.2,22.3,,
85.2,Valid,%,1,0,67.87,Valid,ug/m3,1.248,0.0,22.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 09:45:00,84.70176000000001,85.2,22.5,,
84.9,Valid,%,1,0,68.28,Valid,ug/m3,1.248,0.0,22.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 10:00:00,85.21344,84.9,22.8,,
84.3,Valid,%,1,0,65.47,Valid,ug/m3,1.248,0.0,23.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 10:15:00,81.70656,84.3,23.4,,
82.9,Valid,%,1,0,54.14,Valid,ug/m3,1.248,0.0,23.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 10:30:00,67.56672,82.9,23.9,,
81.5,Valid,%,1,0,48.11,Valid,ug/m3,1.248,0.0,24.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 10:45:00,60.04128,81.5,24.5,,
80.5,Valid,%,1,0,48.3,Valid,ug/m3,1.248,0.0,24.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 11:00:00,60.2784,80.5,24.9,,
79.5,Valid,%,1,0,41.51,Valid,ug/m3,1.248,0.0,25.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 11:15:00,51.80448,79.5,25.4,,
78.3,Valid,%,1,0,38.48,Valid,ug/m3,1.248,0.0,25.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 11:30:00,48.023039999999995,78.3,25.9,,
76.5,Valid,%,1,0,32.25,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 11:45:00,40.248,76.5,26.5,,
74.7,Valid,%,1,0,36.8,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 12:00:00,45.926399999999994,74.7,26.9,,
73.9,Valid,%,1,0,36.2,Valid,ug/m3,1.248,0.0,27.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 12:15:00,45.177600000000005,73.9,27.2,,
72.6,Valid,%,1,0,38.36,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 12:30:00,47.87328,72.6,27.4,,
72.5,Valid,%,1,0,40.24,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 12:45:00,50.21952,72.5,27.6,,
71.1,Valid,%,1,0,42.03,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 13:00:00,52.45344,71.1,27.9,,
70.6,Valid,%,1,0,43.16,PM25 Greater Than PM10,ug/m3,1.248,0.0,28.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 13:15:00,53.863679999999995,70.6,28.1,,
70.4,Valid,%,1,0,45.23,Valid,ug/m3,1.248,0.0,27.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 13:30:00,56.447039999999994,70.4,27.9,,
70.2,Valid,%,1,0,43.22,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 13:45:00,53.938559999999995,70.2,27.8,,
70.3,Valid,%,1,0,45.48,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 14:00:00,56.75904,70.3,27.7,,
69.8,Valid,%,1,0,46.82,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 14:15:00,58.43136,69.8,27.6,,
69.9,Valid,%,1,0,46.18,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 14:30:00,57.63264,69.9,27.2,,
70.5,Valid,%,1,0,46.07,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 14:45:00,57.49536,70.5,26.9,,
70.8,Valid,%,1,0,48.13,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 15:00:00,60.06624,70.8,26.7,,
71.0,Valid,%,1,0,48.91,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 15:15:00,61.03968,71.0,26.6,,
71.2,Valid,%,1,0,47.59,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 15:30:00,59.392320000000005,71.2,26.6,,
71.0,Valid,%,1,0,50.11,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 15:45:00,62.53728,71.0,26.7,,
70.7,Valid,%,1,0,50.52,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 16:00:00,63.04896,70.7,26.8,,
70.7,Valid,%,1,0,52.36,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 16:15:00,65.34528,70.7,26.7,,
70.8,Valid,%,1,0,53.48,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 16:30:00,66.74304,70.8,26.6,,
70.9,Valid,%,1,0,53.64,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 16:45:00,66.94272,70.9,26.6,,
70.8,Valid,%,1,0,43.97,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 17:00:00,54.874559999999995,70.8,26.6,,
70.8,Valid,%,1,0,44.84,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 17:15:00,55.96032,70.8,26.5,,
70.9,Valid,%,1,0,48.34,Valid,ug/m3,1.248,0.0,26.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 17:30:00,60.328320000000005,70.9,26.4,,
71.1,Valid,%,1,0,49.03,Valid,ug/m3,1.248,0.0,26.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 17:45:00,61.189440000000005,71.1,26.3,,
71.3,Valid,%,1,0,46.62,Valid,ug/m3,1.248,0.0,26.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 18:00:00,58.18176,71.3,26.2,,
71.4,Valid,%,1,0,54.27,Valid,ug/m3,1.248,0.0,26.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 18:15:00,67.72896,71.4,26.1,,
71.7,Valid,%,1,0,66.12,Valid,ug/m3,1.248,0.0,25.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 18:30:00,82.51776000000001,71.7,25.9,,
72.1,Valid,%,1,0,64.03,Valid,ug/m3,1.248,0.0,25.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 18:45:00,79.90944,72.1,25.7,,
72.4,Valid,%,1,0,62.43,Valid,ug/m3,1.248,0.0,25.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 19:00:00,77.91264,72.4,25.7,,
72.7,Valid,%,1,0,64.72,Valid,ug/m3,1.248,0.0,25.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 19:15:00,80.77056,72.7,25.6,,
73.0,Valid,%,1,0,68.97,Valid,ug/m3,1.248,0.0,25.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 19:30:00,86.07456,73.0,25.5,,
73.3,Valid,%,1,0,73.1,Valid,ug/m3,1.248,0.0,25.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 19:45:00,91.22879999999999,73.3,25.4,,
73.4,Valid,%,1,0,81.97,Valid,ug/m3,1.248,0.0,25.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 20:00:00,102.29856,73.4,25.4,,
73.7,Valid,%,1,0,102.45,Valid,ug/m3,1.248,0.0,25.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 20:15:00,127.8576,73.7,25.3,,
74.5,Valid,%,1,0,89.51,Valid,ug/m3,1.248,0.0,25.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 20:30:00,111.70848000000001,74.5,25.2,,
75.3,Valid,%,1,0,65.27,Valid,ug/m3,1.248,0.0,25.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 20:45:00,81.45696,75.3,25.1,,
75.8,Valid,%,1,0,48.58,Valid,ug/m3,1.248,0.0,25.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 21:00:00,60.62784,75.8,25.0,,
76.2,Valid,%,1,0,43.52,Valid,ug/m3,1.248,0.0,24.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 21:15:00,54.312960000000004,76.2,24.8,,
76.5,Valid,%,1,0,42.16,Valid,ug/m3,1.248,0.0,24.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 21:30:00,52.61568,76.5,24.6,,
76.7,Valid,%,1,0,40.05,Valid,ug/m3,1.248,0.0,24.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 21:45:00,49.9824,76.7,24.4,,
76.8,Valid,%,1,0,36.94,Valid,ug/m3,1.248,0.0,24.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 22:00:00,46.101119999999995,76.8,24.3,,
77.0,Valid,%,1,0,35.66,Valid,ug/m3,1.248,0.0,24.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 22:15:00,44.503679999999996,77.0,24.1,,
77.4,Valid,%,1,0,37.19,Valid,ug/m3,1.248,0.0,23.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 22:30:00,46.41312,77.4,23.9,,
77.7,Valid,%,1,0,33.91,Valid,ug/m3,1.248,0.0,23.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 22:45:00,42.31968,77.7,23.6,,
78.1,Valid,%,1,0,35.53,Valid,ug/m3,1.248,0.0,23.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 23:00:00,44.34144,78.1,23.5,,
78.4,Valid,%,1,0,34.71,Valid,ug/m3,1.248,0.0,23.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 23:15:00,43.31808,78.4,23.4,,
78.7,Valid,%,1,0,38.34,Valid,ug/m3,1.248,0.0,23.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 23:30:00,47.84832,78.7,23.3,,
79.0,Valid,%,1,0,36.29,Valid,ug/m3,1.248,0.0,23.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 23:45:00,45.28992,79.0,23.2,,
79.2,Valid,%,1,0,35.53,Valid,ug/m3,1.248,0.0,23.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 00:00:00,44.34144,79.2,23.1,,
79.4,Valid,%,1,0,36.93,Valid,ug/m3,1.248,0.0,23.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 00:15:00,46.08864,79.4,23.0,,
79.5,Valid,%,1,0,35.77,Valid,ug/m3,1.248,0.0,23.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 00:30:00,44.64096000000001,79.5,23.0,,
79.7,Valid,%,1,0,36.57,Valid,ug/m3,1.248,0.0,22.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 00:45:00,45.63936,79.7,22.9,,
79.8,Valid,%,1,0,37.61,Valid,ug/m3,1.248,0.0,22.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 01:00:00,46.93728,79.8,22.9,,
80.2,Valid,%,1,0,33.2,Valid,ug/m3,1.248,0.0,22.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 01:15:00,41.433600000000006,80.2,22.8,,
80.5,Valid,%,1,0,31.11,Valid,ug/m3,1.248,0.0,22.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 01:30:00,38.82528,80.5,22.7,,
80.9,Valid,%,1,0,33.55,Valid,ug/m3,1.248,0.0,22.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 01:45:00,41.8704,80.9,22.6,,
81.2,Valid,%,1,0,33.5,Valid,ug/m3,1.248,0.0,22.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 02:00:00,41.808,81.2,22.5,,
81.5,Valid,%,1,0,33.22,Valid,ug/m3,1.248,0.0,22.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 02:15:00,41.45856,81.5,22.4,,
81.8,Valid,%,1,0,34.38,Valid,ug/m3,1.248,0.0,22.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 02:30:00,42.906240000000004,81.8,22.3,,
82.2,Valid,%,1,0,34.96,Valid,ug/m3,1.248,0.0,22.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 02:45:00,43.63008,82.2,22.3,,
